id,text,fact_expressions,query_expressions,answer_expressions,fact_spans,query_spans
8753,如果双曲线$\frac{x^{2}}{3 m}-\frac{y^{2}}{m}=1$的焦点在$y$轴上，焦距为$8$，则实数$m$=?,"G: Hyperbola;m: Real;Expression(G) = (x^2/(3*m) - y^2/m = 1);PointOnCurve(Focus(G), yAxis);FocalLength(G) = 8",m,-4,"[[[2, 42]], [[60, 65]], [[2, 42]], [[2, 51]], [[2, 58]]]","[[[60, 67]]]"
3103,在抛物线$y^{2}=-12 x$上，与焦点的距离等于$9$的点的坐标是?,"G: Parabola;Expression(G) = (y^2 = -12*x);P:Point;Distance(P,Focus(G))=9;PointOnCurve(P,G)",Coordinate(P),"(-6,pm*6*sqrt(2))","[[[1, 17]], [[1, 17]], [[31, 32]], [[1, 32]], [[0, 32]]]","[[[31, 37]]]"
12448,"直线与双曲线$x^{2}-4 y^{2}=4$交于$A$, $B$两点，若线段$AB$的中点坐标为$(8 , 1)$，则直线的方程为?","A: Point;B: Point;G: Hyperbola;H: Line;Expression(G) = (x^2 - 4*y^2 = 4);Intersection(H, G) = {A,B};Coordinate(MidPoint(LineSegmentOf(A,B))) =(8,1)",Expression(H),2*x-y-15=0,"[[[25, 28]], [[30, 33]], [[3, 23]], [[0, 2], [60, 62]], [[3, 23]], [[0, 35]], [[37, 58]]]","[[[60, 67]]]"
7625,"已知直线$l$为抛物线$y=4 x^{2}$的准线，则点$A(1,4)$到$l$的距离为?","l: Line;G: Parabola;Expression(G) = (y = 4*x^2);Directrix(G) = l;A: Point;Coordinate(A) = (1, 4)","Distance(A, l)",65/16,"[[[2, 7], [37, 40]], [[8, 22]], [[8, 22]], [[2, 25]], [[27, 36]], [[27, 36]]]","[[[27, 45]]]"
10659,已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$的离心率为$2$，焦点与椭圆$\frac{x^{2}}{25}+\frac{y^{2}}{9}=1$的焦点相同，那么双曲线的焦点坐标为?渐近线方程为?,G: Hyperbola;b: Number;a: Number;H: Ellipse;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (x^2/25 + y^2/9 = 1);Eccentricity(G) = 2;Focus(G) = Focus(H),Coordinate(Focus(G));Expression(Asymptote(G)),"(pm*4, 0)
sqrt(3)*x+pm*y=0","[[[2, 48], [106, 109]], [[5, 48]], [[5, 48]], [[60, 98]], [[2, 48]], [[60, 98]], [[2, 56]], [[2, 103]]]","[[[106, 116]], [[106, 123]]]"
3866,椭圆$\frac{x^{2}}{4}+\frac{y^{2}}{a^{2}}=1$与双曲线$\frac{x^{2}}{a}-\frac{y^{2}}{2}=1$有相同的焦点，则$a$的值是?,G: Hyperbola;a: Number;H: Ellipse;Expression(G) = (-y^2/2 + x^2/a = 1);Expression(H) = (x^2/4 + y^2/a^2 = 1);Focus(H) = Focus(G),a,1,"[[[42, 80]], [[88, 91]], [[0, 41]], [[42, 80]], [[0, 41]], [[0, 86]]]","[[[88, 95]]]"
6566,若焦点在$x$轴上的椭圆$\frac{x^{2}}{4}+\frac{y^{2}}{m}=1$的离心率为$\frac{1}{2}$，则$m$=?,"G: Ellipse;m: Number;Expression(G) = (x^2/4 + y^2/m = 1);PointOnCurve(Focus(G), xAxis);Eccentricity(G)=1/2",m,3,"[[[10, 47]], [[67, 70]], [[10, 47]], [[1, 47]], [[10, 65]]]","[[[67, 72]]]"
3535,"已知椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1$的左，右焦点分别为$F_{1}$、$F_{2}$，过点$F_{1}$的直线交椭圆于$A$、$B$，满足$|A F_{1}|=4|B F_{1}| $,且$\angle A F_{2} F_{1}=90^{\circ}$，则椭圆$C$的离心率为?","C: Ellipse;G: Line;A: Point;F1: Point;B: Point;F2: Point;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);LeftFocus(C) = F1;RightFocus(C) = F2;PointOnCurve(F1, G);Intersection(G, C) = {A, B};Abs(LineSegmentOf(A, F1)) = 4*Abs(LineSegmentOf(B, F1));AngleOf(A, F2, F1) = ApplyUnit(90, degree);b:Number;a:Number",Eccentricity(C),sqrt(21)/7,"[[[2, 47], [85, 87], [158, 163]], [[82, 84]], [[88, 91]], [[56, 63], [73, 81]], [[92, 95]], [[64, 71]], [[2, 47]], [[2, 71]], [[2, 71]], [[72, 84]], [[82, 95]], [[98, 121]], [[123, 156]], [[2, 47]], [[2, 47]]]","[[[158, 169]]]"
12672,"过椭圆$2 x^{2}+y^{2}=4$上点$P$作$x$轴的垂线$P D$ , $D$为垂足，则点$P$在椭圆上运动时，线段$P D$中点$M$的轨迹方程是?","G: Ellipse;Expression(G) = (2*x^2 + y^2 = 4);D: Point;P: Point;M: Point;PointOnCurve(P, G);IsPerpendicular(LineSegmentOf(P,D),xAxis);FootPoint(LineSegmentOf(P,D),xAxis)=D;MidPoint(LineSegmentOf(P,D))=M;PointOnCurve(P,LineSegmentOf(P,D))",LocusEquation(M),x^2/2+y^2=1,"[[[1, 20], [54, 56]], [[1, 20]], [[41, 44]], [[49, 53], [21, 25]], [[70, 73]], [[1, 25]], [[26, 38]], [[26, 47]], [[61, 73]], [[0, 38]]]","[[[70, 80]]]"
5070,"焦点在$x$轴上，焦距等于$4$，并且经过$P(3,-2 \sqrt{6})$的椭圆的标准方程为?","G: Ellipse;PointOnCurve(Focus(G), xAxis);FocalLength(G) = 4;P: Point;Coordinate(P) = (3, -2*sqrt(6));PointOnCurve(P, G)",Expression(G),x^2/36+y^2/32=1,"[[[40, 42]], [[0, 42]], [[9, 42]], [[21, 39]], [[21, 39]], [[19, 42]]]","[[[40, 49]]]"
9454,"已知直线$l$和双曲线$\frac{x^{2}}{9}-\frac{y^{2}}{4}=1$相交于$A$、$B$两点，线段$A B$的中点为$M$. 设直线$l$的斜率为$k_{1}(k_{1} \neq 0)$，直线$O M$的斜率为$k_{2}$, 则$k_{1} k_{2}$=?","l: Line;G: Hyperbola;M: Point;O: Origin;A: Point;B: Point;k1: Number;k2: Number;Expression(G) = (x^2/9 - y^2/4 = 1);Intersection(l, G) = {A, B};MidPoint(LineSegmentOf(A, B)) = M;Slope(l) = k1;Negation(k1 = 0);Slope(LineOf(O, M)) = k2",k1*k2,4/9,"[[[2, 7], [76, 81]], [[8, 46]], [[70, 73]], [[109, 114]], [[49, 52]], [[53, 56]], [[85, 106]], [[118, 125]], [[8, 46]], [[2, 58]], [[59, 73]], [[76, 106]], [[85, 106]], [[107, 125]]]","[[[128, 143]]]"
2909,已知圆$x^{2}+y^{2}-6 x-7=0$与抛物线$y^{2}=2 a x$的准线相切，则实数$a$的值为?,"G: Parabola;a: Real;H: Circle;Expression(G) = (y^2 = 2*(a*x));Expression(H) = (-6*x + x^2 + y^2 - 7 = 0);IsTangent(Directrix(G),H)",a,"{-14,2}","[[[25, 41]], [[48, 53]], [[2, 24]], [[25, 41]], [[2, 24]], [[2, 46]]]","[[[48, 57]]]"
13820,"过双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的左焦点且垂直于$x$轴的直线与双曲线相交于$M$、$N$两点,$O$为双曲线的中心,$\overrightarrow{O M} \cdot \overrightarrow{O N}=0$, 则双曲线的离心率为?","G: Hyperbola;b: Number;a: Number;H: Line;O: Origin;M: Point;N: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);PointOnCurve(LeftFocus(G), H);IsPerpendicular(H,xAxis);Intersection(H, G) = {M, N};Center(G) = O;DotProduct(VectorOf(O, M), VectorOf(O, N)) = 0",Eccentricity(G),(sqrt(5)+1)/2,"[[[1, 57], [73, 76], [93, 96], [154, 157]], [[4, 57]], [[4, 57]], [[70, 72]], [[89, 92]], [[79, 82]], [[83, 86]], [[4, 57]], [[4, 57]], [[1, 57]], [[0, 72]], [[62, 72]], [[70, 88]], [[89, 99]], [[100, 151]]]","[[[154, 163]]]"
3757,"已知点$A$、$B$在抛物线$\Gamma$: $y^{2}=4 x$上，点$M$在$\Gamma$的准线上，线段$M A$, $M B$的中点均在抛物线$\Gamma$上，设直线$A B$与$y$轴交于点$N(0, n)$，则$|n|$的最小值为?","Gamma: Parabola;Expression(Gamma) = (y^2 = 4*x);A: Point;B: Point;PointOnCurve(A, Gamma);PointOnCurve(B, Gamma);M: Point;PointOnCurve(M, Directrix(Gamma));PointOnCurve(MidPoint(LineSegmentOf(M, A)), Gamma);PointOnCurve(MidPoint(LineSegmentOf(M, B)), Gamma);N: Point;n: Number;Coordinate(N) = (0, n);Intersection(LineOf(A, B), yAxis) = N",Min(Abs(n)),2*sqrt(2),"[[[11, 35], [74, 85], [42, 50]], [[11, 35]], [[2, 6]], [[7, 10]], [[2, 36]], [[7, 36]], [[37, 41]], [[37, 54]], [[55, 86]], [[55, 86]], [[102, 112]], [[114, 119]], [[102, 112]], [[88, 112]]]","[[[114, 125]]]"
9301,"$F_{1}$、$F_{2}$是椭圆$C_{1}$和双曲线$C_{2}$的公共焦点，$e_{1}$ , $e_{2}$分别为曲线$C_{1}$、$C_{2}$的离心率，$P$为曲线$C_{1}$、$C_{2}$的一个公共点，若$\angle F_{1} P F_{2}=\frac{\pi}{3}$，且$e_{2} \in[\sqrt{3}, 2]$，则$e_{1} \in$?","C1:Ellipse;C2:Hyperbola;F1: Point;P: Point;F2: Point;e1:Number;e2:Number;Focus(C2)={F1,F2};Eccentricity(C1)=e1;Eccentricity(C2)=e2;OneOf(Intersection(C1,C2))=P;AngleOf(F1, P, F2) = pi/3;In(e2,[sqrt(3),2]);Focus(C1)={F1,F2}",Range(e1),"[2*sqrt(13)/13,sqrt(3)/3]","[[[16, 25], [62, 71], [88, 97]], [[26, 36], [72, 79], [98, 105]], [[0, 7]], [[84, 87]], [[8, 15]], [[42, 49]], [[51, 59]], [[0, 41]], [[42, 83]], [[42, 83]], [[84, 111]], [[113, 149]], [[151, 175]], [[0, 41]]]","[[[177, 189]]]"
9559,"设$F_{1}$是双曲线$C$:$ \frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0 , b>0)$的一个焦点，$A_{1}$、$A_{2}$是$C$的两个顶点，$C$上存在一点$M$，使得$M F_{1}$与以$A_{1} A_{2}$为直径的圆相切于点$N$，且$N$是线段$M F_{1}$的中点则$C$的渐近线方程为?","C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;F1: Point;OneOf(Focus(C)) = F1;A1: Point;A2: Point;Vertex(C) = {A1,A2};M: Point;PointOnCurve(M, C);G: Circle;IsDiameter(LineSegmentOf(A1,A2),G);TangentPoint(LineSegmentOf(M, F1), G) = N;MidPoint(LineSegmentOf(M, F1)) = N;N:Point",Expression(Asymptote(C)),y = pm*2*x,"[[[9, 71], [93, 96], [102, 105], [173, 176]], [[9, 71]], [[16, 71]], [[16, 71]], [[16, 71]], [[16, 71]], [[1, 8]], [[1, 76]], [[77, 84]], [[85, 92]], [[77, 101]], [[110, 113]], [[102, 113]], [[144, 145]], [[126, 145]], [[116, 152]], [[154, 172]], [[148, 152], [154, 157]]]","[[[173, 184]]]"
10605,"若双曲线$x^{2}+k y^{2}=1$的一个焦点是$(3 , 0)$，则实数$k$=?","G: Hyperbola;k: Real;Expression(G) = (x^2+k*y^2=1);Coordinate(OneOf(Focus(G))) = (3, 0)",k,-1/8,"[[[1, 21]], [[38, 43]], [[1, 21]], [[1, 36]]]","[[[38, 45]]]"
3679,"已知$P(\frac{2 \sqrt{10}}{5}, y_{0})$是离心率$e=\frac{\sqrt{3}}{2}$的椭圆$C$: $\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$上一点，直线$y=-x$与$C$相交于$A$、$B$两点 （$A$, $B$均不与$P$重合），若$|P A|=|P B|$，则椭圆$C$的方程为?","C: Ellipse;b: Number;a: Number;G: Line;P: Point;A: Point;B: Point;a > b;b > 0;y0:Number;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);Expression(G) = (y = -x);Coordinate(P) = (2*sqrt(10)/5, y0);PointOnCurve(P,C);Eccentricity(C)=e;Intersection(G, C) = {B, A};Negation(A=P);Negation(B=P);Abs(LineSegmentOf(P, A)) = Abs(LineSegmentOf(P, B));e:Number;e=sqrt(3)/2",Expression(C),x^2/8+y^2/2=1,"[[[62, 119], [132, 135], [183, 188]], [[69, 119]], [[69, 119]], [[123, 131]], [[2, 35], [160, 163]], [[138, 141], [149, 152]], [[142, 145], [154, 157]], [[69, 119]], [[69, 119]], [[2, 35]], [[62, 119]], [[123, 131]], [[2, 35]], [[2, 122]], [[36, 119]], [[123, 148]], [[149, 165]], [[149, 165]], [[168, 181]], [[39, 61]], [[39, 61]]]","[[[183, 193]]]"
11643,若抛物线$y^{2}=2 px(p>0)$上一点$M$到直线$x=-\frac{p}{2}$和到对称轴的距离分别是$10$和$6$，则该抛物线的方程是?,"G: Parabola;p: Number;H: Line;p>0;M:Point;Expression(G) = (y^2 = 2*p*x);Expression(H) = (x = -p/2);PointOnCurve(M,G);Distance(M,H)=10;Distance(M,SymmetryAxis(G))=6",Expression(G),"{y^2=4*x,y^2=36*x}","[[[1, 21], [68, 71]], [[4, 21]], [[28, 46]], [[4, 21]], [[24, 27]], [[1, 21]], [[28, 46]], [[1, 27]], [[24, 65]], [[1, 65]]]","[[[68, 76]]]"
1612,"设双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的左、右焦点分别是$F_{1}$、$F_{2}$，过$F_{1}$的直线交双曲线$C$的左支于$M$、$N$两点，若$|M F_{2}|=|F_{1} F_{2}|$，且$2|M F_{1}|=|N F_{1}|$，则双曲线$C$的离心率是?","C: Hyperbola;b: Number;a: Number;G: Line;M: Point;F2: Point;F1: Point;N: Point;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);LeftFocus(C) = F1;RightFocus(C) = F2;PointOnCurve(F1, G) = True;Intersection(G, LeftPart(C)) = {M, N};Abs(LineSegmentOf(M, F2)) = Abs(LineSegmentOf(F1, F2));2*Abs(LineSegmentOf(M, F1)) = Abs(LineSegmentOf(N, F1))",Eccentricity(C),5/3,"[[[1, 62], [99, 105], [171, 177]], [[9, 62]], [[9, 62]], [[96, 98]], [[109, 112]], [[79, 86]], [[71, 78], [88, 95]], [[113, 116]], [[8, 62]], [[8, 62]], [[1, 62]], [[1, 86]], [[1, 86]], [[87, 98]], [[87, 118]], [[120, 145]], [[147, 169]]]","[[[171, 183]]]"
9938,"椭圆$\frac{x^{2}}{9}+\frac{y^{2}}{4}=1$的焦点为$F_{1}$、$F_{2}$、$P$为椭圆上一点，若$|P F_{1}|=5$, 则$\cos \angle F_{1} P F_{2}$=?","G: Ellipse;P: Point;F1: Point;F2: Point;Expression(G) = (x^2/9 + y^2/4 = 1);Focus(G)={F1,F2};PointOnCurve(P,G);Abs(LineSegmentOf(P, F1)) = 5","Cos(AngleOf(F1, P, F2))",3/5,"[[[0, 37], [61, 63]], [[57, 60]], [[41, 48]], [[49, 56]], [[0, 37]], [[0, 56]], [[57, 66]], [[68, 81]]]","[[[84, 113]]]"
3656,"已知圆$C$:$(x-3)^{2}+y^{2}=1$，点$M$在抛物线$T$: $y^{2}=4 x$上运动，过点$M$引直线$l_{1} $, $l_{2}$与圆$C$相切，切点分别为$A$、$B$，则$|A B|$的取值范围为?","C: Circle;Expression(C) = (y^2 + (x - 3)^2 = 1);M: Point;T: Parabola;Expression(T) = (y^2 = 4*x);PointOnCurve(M, T);l1: Line;l2: Line;TangentPoint(l1, C) = A;TangentPoint(l2, C) = B;A: Point;B: Point;TangentOfPoint(M,C)={l1,l2}","Range(Abs(LineSegmentOf(A, B)))","[sqrt(14)/2,2)","[[[2, 26], [81, 85]], [[2, 26]], [[27, 31], [56, 60]], [[32, 51]], [[32, 51]], [[27, 52]], [[61, 71]], [[73, 80]], [[61, 100]], [[61, 100]], [[93, 96]], [[97, 100]], [55, 86]]","[[[102, 116]]]"
745,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的一条准线与抛物线$y^{2}=4 x$的准线重合，当$\frac{a^{4}+4}{\sqrt{a^{2}+b^{2}}}$取得最小值时，双曲线$C$的离心率为?",C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;G: Parabola;Expression(G) = (y^2 = 4*x);OneOf(Directrix(C)) = Directrix(G);WhenMin((a^4 + 4)/sqrt(a^2 + b^2)),Eccentricity(C),sqrt(2),"[[[2, 63], [133, 139]], [[2, 63]], [[10, 63]], [[10, 63]], [[10, 63]], [[10, 63]], [[69, 83]], [[69, 83]], [[2, 88]], [[89, 132]]]","[[[133, 145]]]"
4240,"已知点$A(2,-3)$与抛物线$y^{2}=2 p x(p>0)$的焦点的距离是$5$，则$p$=?","A: Point;Coordinate(A) = (2, -3);G: Parabola;Expression(G) = (y^2 = 2*(p*x));p: Number;p>0;Distance(A, Focus(G)) = 5",p,6,"[[[2, 12]], [[2, 12]], [[13, 34]], [[13, 34]], [[46, 49]], [[16, 34]], [[2, 44]]]","[[[46, 51]]]"
12053,"过抛物线$x^{2}=4 y$的焦点$F$作直线交抛物线于$P_{1}(x_{1}, y_{1})$,$P_2(x_{2}, y_{2})$两点，若$y_{1}+y_{2}=6$，求$|P_{1} P_{2}|$的值?","G: Parabola;Expression(G) = (x^2 = 4*y);H: Line;F: Point;Focus(G) = F;PointOnCurve(F, H);P1: Point;P2: Point;x1: Number;x2: Number;y1: Number;y2: Number;Coordinate(P1) = (x1, y1);Coordinate(P2) = (x2, y2);Intersection(H, G) = {P1, P2};y1 + y2 = 6","Abs(LineSegmentOf(P1, P2))",8,"[[[1, 15], [25, 28]], [[1, 15]], [[22, 24]], [[18, 21]], [[1, 21]], [[0, 24]], [[29, 50]], [[51, 70]], [[29, 50]], [[51, 70]], [[29, 50]], [[51, 70]], [[29, 50]], [[51, 70]], [[22, 72]], [[74, 89]]]","[[[91, 109]]]"
9957,"已知椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{2}=1$的一个焦点为$(2,0)$，则椭圆的标准方程是?","G: Ellipse;a: Number;H: Point;Expression(G) = (y^2/2 + x^2/a^2 = 1);Coordinate(H) = (2, 0);OneOf(Focus(G))=H",Expression(G),x^2/6+y^2/2=1,"[[[2, 43], [58, 60]], [[4, 43]], [[49, 56]], [[2, 43]], [[49, 56]], [[2, 56]]]","[[[58, 67]]]"
2709,已知抛物线$C$:$y^{2}=2 p x(p>0)$的焦点为$F$，直线$l$:$2 x+2 y-p=0$与抛物线$C$交于$A$、$B$两点，且$|B F|=1+|A F|$，则$|A B|$=?,"l: Line;C: Parabola;p: Number;B: Point;F: Point;A: Point;p>0;Expression(C) = (y^2 = 2*(p*x));Focus(C) = F;Expression(l)=(-p + 2*x + 2*y = 0);Intersection(l, C) = {A, B};Abs(LineSegmentOf(B, F)) = Abs(LineSegmentOf(A, F)) + 1","Abs(LineSegmentOf(A, B))",sqrt(2),"[[[35, 54]], [[2, 27], [55, 61]], [[9, 27]], [[67, 70]], [[31, 34]], [[63, 66]], [[9, 27]], [[2, 27]], [[2, 34]], [[35, 54]], [[35, 72]], [[74, 89]]]","[[[91, 100]]]"
145,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a, b>0)$的左右焦点为$F_{1}$, $F_{2}$ ,过$F_{2}$作$x$轴的垂线与$C$相交于$A$、$B$两点，$F_{1} B$与$y$轴相交于$D$. 若$A D \perp F_{1} B$，则双曲线$C$的离心率为?","C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;F1: Point;F2: Point;LeftFocus(C) = F1;RightFocus(C) = F2;A: Point;B: Point;L: Line;PointOnCurve(F2,L) = True;IsPerpendicular(L,xAxis) = True;Intersection(L,C) = {A,B};D: Point;Intersection(LineSegmentOf(F1,B),yAxis) = D;IsPerpendicular(LineSegmentOf(A,D),LineSegmentOf(F1,B)) = True",Eccentricity(C),sqrt(3),"[[[2, 61], [102, 105], [162, 168]], [[2, 61]], [[10, 61]], [[10, 61]], [[10, 61]], [[10, 61]], [[67, 74]], [[76, 83], [86, 93]], [[2, 83]], [[2, 83]], [[108, 111]], [[112, 115]], [], [[85, 101]], [[85, 101]], [[85, 117]], [[135, 138]], [[118, 138]], [[141, 160]]]","[[[162, 174]]]"
5089,已知$A$、$B$是抛物线$y^{2}=8 x$上两点，若线段$A B$的中点到抛物线的准线的距离为$5$，则直线$A B$的方程可能是(本题答案不唯一，符合题意即可)?,"G: Parabola;A: Point;B: Point;Expression(G) = (y^2 = 8*x);PointOnCurve(A, G);PointOnCurve(B, G);Distance(MidPoint(LineSegmentOf(A,B)),Directrix(G))=5","Expression(LineOf(A,B))",x=3,"[[[10, 24], [40, 43]], [[2, 5]], [[6, 9]], [[10, 24]], [[2, 27]], [[2, 27]], [[29, 53]]]","[[[55, 85]]]"
1506,直线$l$与抛物线$y^{2}=2 x$相交于点$A$、$B$且$\angle A O B=90^{\circ}$，则$\triangle A O B$面积的最小值为?,"l: Line;G: Parabola;A: Point;O: Origin;B: Point;Expression(G) = (y^2 = 2*x);Intersection(l,G)={A,B};AngleOf(A, O, B) = ApplyUnit(90, degree)","Min(Area(TriangleOf(A, O, B)))",4,"[[[0, 5]], [[6, 20]], [[23, 27]], [[32, 57]], [[28, 31]], [[6, 20]], [[0, 31]], [[32, 57]]]","[[[59, 84]]]"
12241,已知$y=\frac{1}{x}$的图象为双曲线，在双曲线的两支上分别取点$P$、$Q$，则线段$P Q$的最小值为?,"G: Hyperbola;P: Point;Q: Point;Expression(G) = (y=1/x);PointOnCurve(P,LeftPart(G));PointOnCurve(Q,RightPart(G))","Min(LineSegmentOf(P,Q))",2*sqrt(2),"[[[21, 24], [26, 29]], [[36, 40]], [[41, 44]], [[2, 24]], [[26, 44]], [[26, 44]]]","[[[46, 59]]]"
6471,抛物线$y^{2}=4 x$上一点$M$到焦点的距离为$5$，则点$M$的横坐标是?,"G: Parabola;M: Point;Expression(G) = (y^2 = 4*x);PointOnCurve(M, G);Distance(M, Focus(G)) = 5",XCoordinate(M),4,"[[[0, 14]], [[17, 20], [32, 36]], [[0, 14]], [[0, 20]], [[0, 30]]]","[[[32, 42]]]"
6018,已知以$F$为焦点的抛物线$y^{2}=4 x$上的两点$A$、$B$满足$\overrightarrow{A F}=3 \overrightarrow{F B}$，则弦$A B$的中点到抛物线的准线的距离为?,"G: Parabola;Expression(G) = (y^2 = 4*x);F: Point;Focus(G) = F;A: Point;B: Point;PointOnCurve(A, G);PointOnCurve(B, G);VectorOf(A, F) = 3*VectorOf(F, B);IsChordOf(LineSegmentOf(A, B), G)","Distance(MidPoint(LineSegmentOf(A, B)), Directrix(G))",8/3,"[[[10, 24], [94, 97]], [[10, 24]], [[3, 6]], [[2, 24]], [[28, 31]], [[32, 35]], [[10, 35]], [[10, 35]], [[37, 82]], [[10, 90]]]","[[[85, 105]]]"
11765,若抛物线${y}^{2}=2 p x(p>0)$的焦点与椭圆$\frac{x^{2}}{6}+\frac{y^{2}}{2}=1$的右焦点重合，则$p$=?,G: Parabola;p: Number;H: Ellipse;p>0;Expression(G) = (y^2 = 2*(p*x));Expression(H) = (x^2/6 + y^2/2 = 1);Focus(G) = RightFocus(H),p,4,"[[[1, 24]], [[73, 76]], [[28, 65]], [[4, 24]], [[1, 24]], [[28, 65]], [[1, 71]]]","[[[73, 78]]]"
11854,"点$P$是抛物线$y^{2}=4 x$上一动点，则点$P$到点$A(0,1)$的距离与$P$到直线$x=-1$的距离和的最小值是?","G: Parabola;Expression(G) = (y^2 = 4*x);P:Point;PointOnCurve(P,G);A: Point;Coordinate(A) = (0, 1);l:Line;Expression(l) = (x = -1)","Min(Distance(P,A)+Distance(P,l))",sqrt(2),"[[[5, 19]], [[5, 19]], [[0, 4], [25, 29], [43, 46]], [[0, 23]], [[30, 39]], [[30, 39]], [[47, 55]], [[47, 55]]]","[[[25, 65]]]"
6309,"已知圆雉曲线$x^{2}+a y^{2}=1$的一个焦点坐标为$F(\frac{2}{\sqrt{|a|}}, 0)$，则该圆雉曲线的离心率为?","G: ConicSection;Expression(G) = (a*y^2 + x^2 = 1);a: Number;OneOf(Focus(G)) = F;F: Point;Coordinate(F) = (2/sqrt(Abs(a)), 0)",Eccentricity(G),"{2*sqrt(3)/3,2*sqrt(5)/5}","[[[2, 23], [62, 66]], [[2, 23]], [[6, 23]], [[2, 59]], [[31, 59]], [[31, 59]]]","[[[62, 72]]]"
6498,"已知椭圆$C$:$ 9 x^{2}+y^{2}=1$, 直线$l$不过原点$O$且不平行于坐标轴，$l$与$C$有两个交点$A$、$B$，线段$A B$的中点为$M$则直线$O M$的斜率与$l$的斜率的乘积为?","l: Line;C: Ellipse;O: Origin;M:Point;A: Point;B: Point;Expression(C) = (9*x^2 + y^2 = 1);Negation(PointOnCurve(O,l));Negation(IsParallel(l,axis));Intersection(l, C) = {A, B};MidPoint(LineSegmentOf(A,B))=M","Slope(LineOf(O,M))*Slope(l)",-9,"[[[28, 33], [49, 52], [95, 98]], [[2, 26], [53, 56]], [[35, 40]], [[80, 83]], [[61, 64]], [[65, 68]], [[2, 26]], [[28, 40]], [[27, 48]], [[49, 68]], [[69, 83]]]","[[[84, 106]]]"
3404,已知椭圆的两个焦点为$F_{1}$、$F_{2}$，若椭圆上存在一点$P$满足$\angle F_{1} P F_{2}=120^{\circ}$，则椭圆离心率的最小值为?,"G: Ellipse;F1: Point;P: Point;F2: Point;Focus(G) = {F1,F2};PointOnCurve(P,G);AngleOf(F1,P,F2)=ApplyUnit(120,degree)",Min(Eccentricity(G)),sqrt(3)/2,"[[[2, 4], [27, 29], [75, 77]], [[10, 17]], [[34, 37]], [[18, 25]], [[2, 25]], [[27, 37]], [[39, 73]]]","[[[75, 86]]]"
6121,抛物线$y^{2}=a x$的焦点恰好为双曲线$x^{2}-y^{2}=2$的右焦点，则$a$=?,G: Hyperbola;H: Parabola;a: Number;Expression(G) = (x^2 - y^2 = 2);Expression(H) = (y^2 = a*x);Focus(H) = RightFocus(G),a,8,"[[[20, 38]], [[0, 14]], [[44, 47]], [[20, 38]], [[0, 14]], [[0, 42]]]","[[[44, 49]]]"
695,设中心在原点的双曲线与椭圆$\frac{x^{2}}{16}+\frac{y^{2}}{12}=1$有公共的焦点，且它们的离心率互为倒数，则该双曲线的渐近线的方程为?,"G: Hyperbola;O: Origin;Center(G) = O;H: Ellipse;Expression(H) = (x^2/16 + y^2/12 = 1);Focus(G) = Focus(H);InterReciprocal(Eccentricity(G), Eccentricity(H))",Expression(Asymptote(G)),y=pm*sqrt(3)*x,"[[[7, 10], [71, 74]], [[4, 6]], [[1, 10]], [[11, 50]], [[11, 50]], [[7, 56]], [[58, 68]]]","[[[71, 83]]]"
