id,text,fact_expressions,query_expressions,answer_expressions,fact_spans,query_spans
5294,"短轴长为$\sqrt{5}$，离心率$e=\frac{2}{3}$的椭圆的两焦点为$F_{1}$、$F_{2}$，过$F_{1}$作直线交椭圆于$A$、$B$两点,则$\triangle A B F_{2}$的周长为?","G: Ellipse;H: Line;A: Point;B: Point;F2: Point;F1: Point;Length(MinorAxis(G))=sqrt(5);Eccentricity(G)=e;e:Number;e=2/3;Focus(G) = {F1, F2};PointOnCurve(F1, H);Intersection(H, G) = {A, B}","Perimeter(TriangleOf(A, B, F2))",6,"[[[34, 36], [69, 71]], [[66, 68]], [[72, 75]], [[76, 79]], [[49, 56]], [[41, 48], [58, 65]], [[0, 36]], [[15, 36]], [[18, 33]], [[18, 33]], [[34, 56]], [[57, 68]], [[66, 81]]]","[[[83, 109]]]"
1229,短轴长为$\sqrt{5}$，离心率$e=\frac{2}{3}$的椭圆两焦点为$F_{1}$、$F_{2}$，过$F_{1}$作直线交椭圆于$A$、$B$两点，则$\triangle A B F_{2}$的周长为?,"G: Ellipse;H: Line;A: Point;B: Point;F2: Point;F1: Point;e:Number;Length(MinorAxis(G))=sqrt(5);Eccentricity(G)=e;e=2/3;Focus(G) = {F1, F2};PointOnCurve(F1, H);Intersection(H, G) = {A, B}","Perimeter(TriangleOf(A, B, F2))",6,"[[[34, 36], [68, 70]], [[65, 67]], [[71, 74]], [[75, 78]], [[48, 55]], [[40, 47], [57, 64]], [[18, 33]], [[0, 36]], [[15, 36]], [[18, 33]], [[34, 55]], [[56, 67]], [[65, 80]]]","[[[82, 108]]]"
13235,短轴长为$\sqrt{5}$，离心率$e=\frac{2}{3}$的椭圆两焦点为$F_{1}$、$F_{2}$，过$F_{1}$作直线交椭圆于$A$、$B$两点，则$\triangle ABF_{2}$的周长为?,"G: Ellipse;H: Line;A: Point;B: Point;F2: Point;F1: Point;e: Number;Focus(G) = {F1, F2};Length(MinorAxis(G)) = sqrt(5);Eccentricity(G) = e;e = 2/3;PointOnCurve(F1, H);Intersection(H, G) = {A, B}","Perimeter(TriangleOf(A, B, F2))",12,"[[[34, 36], [68, 70]], [[65, 67]], [[71, 74]], [[75, 78]], [[48, 55]], [[40, 47], [57, 64]], [[18, 33]], [[34, 55]], [[0, 36]], [[15, 36]], [[18, 33]], [[56, 67]], [[65, 80]]]","[[[82, 106]]]"
12385,"短轴长为$\sqrt{5}$，离心率$e=\frac{2}{3}$的椭圆两焦点为$F_{1}$,$F_{2}$,过$F_{1}$作直线交椭圆于$A$,$B$两点，则$\triangle ABF_{2}$的周长为?","G: Ellipse;H: Line;A: Point;B: Point;F2: Point;F1: Point;e:Number;Length(MinorAxis(G))=sqrt(5);Eccentricity(G)=e;e=2/3;Focus(G)={F1,F2};PointOnCurve(F1, H);Intersection(H, G) = {A,B}","Perimeter(TriangleOf(A, B, F2))",6,"[[[34, 36], [68, 70]], [[65, 67]], [[71, 74]], [[75, 78]], [[48, 55]], [[40, 47], [57, 64]], [[18, 33]], [[0, 36]], [[15, 36]], [[18, 33]], [[34, 55]], [[56, 67]], [[65, 80]]]","[[[82, 106]]]"
12191,已知圆$x^{2}+y^{2}+4 x+3=0$与抛物线$y^{2}=2 p x(p>0)$的准线相切，则$p$=?,"G: Parabola;p: Number;H: Circle;p>0;Expression(G) = (y^2 = 2*(p*x));Expression(H) = (4*x + x^2 + y^2 + 3 = 0);IsTangent(H, Directrix(G))",p,"2,6","[[[25, 46]], [[53, 56]], [[2, 24]], [[28, 46]], [[25, 46]], [[2, 24]], [[2, 51]]]","[[[53, 58]]]"
8696,已知焦点在$x$轴上的双曲线的渐近线方程为$3 x \pm 4 y=0$，则双曲线的离心率为?,"G: Hyperbola;PointOnCurve(Focus(G), xAxis);Expression(Asymptote(G)) = (3*x + pm*4*y = 0)",Eccentricity(G),5/4,"[[[11, 14], [38, 41]], [[2, 14]], [[11, 36]]]","[[[38, 47]]]"
13747,已知圆$C$: $x^{2} + y^{2}-6 x-4 y+8=0$. 以圆$C$与坐标轴的交点分别作为双曲线的一个焦点和顶点，则适合上述条件的双曲线的标准方程为?,"C: Circle;Expression(C) = (-4*y - 6*x + x^2 + y^2 + 8 = 0);A: Point;B: Point;Intersection(C, axis) = {A, B};G: Hyperbola;OneOf(Focus(G)) = A;OneOf(Vertex(G)) = B",Expression(G),x^2/4-y^2/12=1,"[[[2, 35], [38, 42]], [[2, 35]], [], [], [[38, 49]], [[53, 56], [73, 76]], [[36, 64]], [[36, 64]]]","[[[73, 83]]]"
5881,已知圆$C$: $x^{2}+y^{2}-2 x-5 y+4=0$，以圆$C$与坐标轴的交点分别作为双曲线的一个焦点和顶点，则适合上述条件的双曲线的标准方程为?,"G: Hyperbola;C: Circle;Expression(C) = (-5*y - 2*x + x^2 + y^2 + 4 = 0);P:Point;P1:Point;Intersection(axis,C)={P,P1};OneOf(Focus(G))=P;OneOf(Vertex(G))=P1",Expression(G),y^2-x^2/15=1,"[[[50, 53], [70, 73]], [[2, 33], [35, 39]], [[2, 33]], [], [], [[35, 46]], [[34, 61]], [[34, 61]]]","[[[70, 80]]]"
6003,"过点$A(-1,-2)$且与椭圆$\frac{x^{2}}{6}+\frac{y^{2}}{9}=1$有相同焦点的椭圆的标准方程为?","G: Ellipse;A: Point;H:Ellipse;Expression(H) = (x^2/6 + y^2/9 = 1);Coordinate(A) = (-1, -2);PointOnCurve(A, G);Focus(G)=Focus(H)",Expression(G),x^2/3+y^2/6=1,"[[[57, 59]], [[1, 12]], [[14, 51]], [[14, 51]], [[1, 12]], [[0, 59]], [[13, 59]]]","[[[57, 66]]]"
3431,"过点$(\sqrt{5}, \sqrt{3})$，且与椭圆$\frac{x^{2}}{25}+\frac{y^{2}}{9}=1$有相同焦点的椭圆的标准方程为?","G: Ellipse;H: Point;C:Ellipse;Expression(G) = (x^2/25 + y^2/9 = 1);Coordinate(H) = (sqrt(5), sqrt(3));Focus(G)=Focus(C);PointOnCurve(H,C)",Expression(C),x^2/20+y^2/4=1,"[[[27, 65]], [[1, 24]], [[71, 73]], [[27, 65]], [[1, 24]], [[26, 73]], [[0, 73]]]","[[[71, 80]]]"
1432,"过点$(\sqrt{3},\sqrt{5})$，且与椭圆$\frac{y^{2}}{25}+\frac{x^{2}}{9}=1$有相同焦点的椭圆的标准方程为?","G: Ellipse;H: Point;Expression(G) = (x^2/9 + y^2/25 = 1);Coordinate(H) = (sqrt(3), sqrt(5));C:Ellipse;Focus(C)=Focus(G);PointOnCurve(H,C)",Expression(C),y^2/20+x^2/4=1,"[[[26, 64]], [[1, 23]], [[26, 64]], [[1, 23]], [[70, 72]], [[25, 72]], [[0, 72]]]","[[[70, 79]]]"
2944,"过点$(\sqrt{3} ,-\sqrt{5})$，且与椭圆$\frac{y^{2}}{25}+\frac{x^{2}}{9}=1$有相同焦点的椭圆的标准方程为?","G: Ellipse;PointOnCurve(H,G) = True;H: Point;Coordinate(H) = (sqrt(3), -sqrt(5));G1: Ellipse;Expression(G1) = (x^2/9 + y^2/25 = 1);Focus(G) = Focus(G1)",Expression(G),y^2/20+x^2/4=1,"[[[72, 74]], [[0, 74]], [[1, 25]], [[1, 25]], [[28, 66]], [[28, 66]], [[27, 74]]]","[[[72, 81]]]"
4448,已知$F$为椭圆$C$: $\frac{x^{2}}{4}+\frac{y^{2}}{3}=1$的右焦点，$P$为$C$上的一点，若$|P F|=1$，则点$P$的坐标为?,"C: Ellipse;P: Point;F: Point;Expression(C) = (x^2/4 + y^2/3 = 1);RightFocus(C) = F;PointOnCurve(P, C);Abs(LineSegmentOf(P, F)) = 1",Coordinate(P),"(2,0)","[[[6, 48], [57, 60]], [[53, 56], [77, 81]], [[2, 5]], [[6, 48]], [[2, 52]], [[53, 64]], [[66, 75]]]","[[[77, 86]]]"
4444,已知$F$为椭圆$C$: $\frac{x^{2}}{4}+\frac{y^{2}}{3}=1$的右焦点，$P$为$C$上的一点，若$|P F|=\frac{3}{2}$，则点$P$的坐标为?,"C: Ellipse;P: Point;F: Point;Expression(C) = (x^2/4 + y^2/3 = 1);RightFocus(C) = F;PointOnCurve(P, C);Abs(LineSegmentOf(P, F)) = 3/2",Coordinate(P),"(1, pm*3/2)","[[[6, 48], [57, 60]], [[87, 91], [53, 56]], [[2, 5]], [[6, 48]], [[2, 52]], [[53, 64]], [[66, 85]]]","[[[87, 96]]]"
6717,已知直线$M N$过椭圆$\frac{x^{2}}{2}+y^{2}=1$的左焦点$F$，与椭圆交于$M$、$N$两点，直线$P Q$过原点$O$与$M N$平行，且$P Q$与椭圆交于$P$、$Q$两点，则$\frac{|P Q|^{2}}{|M N|}$=?,"G: Ellipse;Expression(G) = (x^2/2 + y^2 = 1);F: Point;LeftFocus(G) = F;M: Point;N: Point;PointOnCurve(F, LineOf(M, N));Intersection(LineOf(M, N), G) = {M, N};P: Point;Q: Point;O: Origin;PointOnCurve(O, LineOf(P, Q));IsParallel(LineOf(P, Q), LineSegmentOf(M, N));Intersection(LineSegmentOf(P, Q), G) = {P, Q}","Abs(LineSegmentOf(P, Q))^2/Abs(LineSegmentOf(M, N))",2*sqrt(2),"[[[10, 37], [46, 48], [89, 91]], [[10, 37]], [[41, 44]], [[10, 44]], [[50, 53]], [[54, 57]], [[2, 44]], [[2, 59]], [[93, 96]], [[97, 100]], [[68, 73]], [[60, 73]], [[60, 81]], [[83, 102]]]","[[[104, 131]]]"
6697,"已知直线$M N$过椭圆$\frac{x^{2}}{2}+y^{2}=1$的左焦点$F$，与椭圆交于$M$、$N$两点. 直线$P Q$过原点$O$与$M N$平行，且$P Q$与椭圆交于$P$,$Q$两点，则$\frac{|P Q|^{2}}{|MN|}$=?","G: Ellipse;Expression(G) = (x^2/2 + y^2 = 1);F: Point;LeftFocus(G) = F;PointOnCurve(F, LineOf(M, N)) = True;Intersection(LineOf(M, N), G) = {M, N};N: Point;M: Point;O: Origin;PointOnCurve(O, LineOf(P, Q)) = True;IsParallel(LineOf(P, Q), LineSegmentOf(M, N)) = True;Intersection(LineSegmentOf(P, Q), G) = {P, Q};Q: Point;P: Point","Abs(LineSegmentOf(P, Q))^2/Abs(LineSegmentOf(M, N))",2*sqrt(2),"[[[10, 37], [46, 48], [90, 92]], [[10, 37]], [[41, 44]], [[10, 44]], [[2, 44]], [[2, 59]], [[54, 57]], [[50, 53]], [[69, 74]], [[61, 74]], [[61, 82]], [[84, 103]], [[98, 101]], [[94, 97]]]","[[[105, 131]]]"
7365,"已知$O$为坐标原点，双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的右焦点为$F$，以$O F$为直径的圆交双曲线的一条渐近线于异于原点的$A$，若点$A$与$O F$中点的连线与$O F$垂直，则双曲线的离心率$e$为?","G: Hyperbola;b: Number;a: Number;H: Circle;O: Origin;F: Point;A:Point;e: Number;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);RightFocus(G) = F;IsDiameter(LineSegmentOf(O,F),H);Intersection(OneOf(Asymptote(G)),H)=A;Negation(A=O);IsPerpendicular(LineSegmentOf(A,MidPoint(LineSegmentOf(O,F))),LineSegmentOf(O,F));Eccentricity(G) = e",e,sqrt(2),"[[[11, 67], [88, 91], [133, 136]], [[14, 67]], [[14, 67]], [[86, 87]], [[2, 5]], [[72, 75]], [[103, 106]], [[140, 143]], [[14, 67]], [[14, 67]], [[11, 67]], [[11, 75]], [[76, 87]], [[86, 106]], [[98, 106]], [[108, 131]], [[133, 143]]]","[[[140, 145]]]"
3852,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$，过左焦点$F$且斜率为$\frac{1}{4}$的直线交$C$的一条渐近线于点$A$，且$A$在第一象限，若$|O A|=|O F|$（$O$为坐标原点），则$C$的渐近线方程为?","C: Hyperbola;b: Number;a: Number;G: Line;O: Origin;A: Point;F: Point;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);LeftFocus(C) = F;Slope(G) = 1/4;PointOnCurve(F, G);Intersection(G, OneOf(Asymptote(C))) = A;Quadrant(A) = 1;Abs(LineSegmentOf(O, A)) = Abs(LineSegmentOf(O, F))",Expression(Asymptote(C)),y = pm*x*8/15,"[[[2, 63], [92, 95], [143, 146]], [[10, 63]], [[10, 63]], [[89, 91]], [[132, 135]], [[102, 106], [108, 111]], [[68, 71]], [[10, 63]], [[10, 63]], [[2, 63]], [[2, 71]], [[72, 91]], [[64, 91]], [[89, 106]], [[108, 116]], [[118, 131]]]","[[[143, 154]]]"
394,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$，过其右顶点$A$作一条渐近线的垂线交另一条渐近线于点$B$，若$|O B|=\sqrt{3}|O A|$，则该双曲线的离心率为?","C: Hyperbola;b: Number;a: Number;O: Origin;B: Point;A: Point;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);RightVertex(C) = A;L1: Line;L2: Line;L: Line;PointOnCurve(A, L);IsPerpendicular(L, L1);Intersection(L, L2) = B;Abs(LineSegmentOf(O, B)) = sqrt(3)*Abs(LineSegmentOf(O, A));OneOf(Asymptote(C))=L1;OneOf(Asymptote(C))=L2;Negation(L1=L2)",Eccentricity(C),"{2*sqrt(3)/3, sqrt(3)}","[[[2, 63], [65, 66], [119, 122]], [[10, 63]], [[10, 63]], [[95, 116]], [[89, 93]], [[69, 72]], [[10, 63]], [[10, 63]], [[2, 63]], [[65, 72]], [], [], [], [[64, 81]], [[64, 81]], [[64, 93]], [[95, 116]], [2, 75], [2, 85], [2, 85]]","[[[119, 128]]]"
8352,"抛物线$y^{2}=2 p x$的焦点为$F$，设$A(x_{1}, y_{1})$, $B(x_{2}, y_{2})$是抛物线上的两个动点，若$x_{1}+x_{2}+p=\frac{2 \sqrt{3}}{3}|A B|$，则$\angle A F B$的最大值为?","G: Parabola;Expression(G) = (y^2 = 2*(p*x));p: Number;F: Point;Focus(G) = F;A: Point;B: Point;x1: Number;x2: Number;y1: Number;y2: Number;Coordinate(A) = (x1, y1);Coordinate(B) = (x2, y2);PointOnCurve(A, G);PointOnCurve(B, G);p + x1 + x2 = ((2*sqrt(3))/3)*Abs(LineSegmentOf(A, B))","Max(AngleOf(A, F, B))",2*pi/3,"[[[0, 16], [62, 65]], [[0, 16]], [[3, 16]], [[20, 23]], [[0, 23]], [[25, 42]], [[44, 61]], [[25, 42]], [[44, 61]], [[25, 42]], [[44, 61]], [[25, 42]], [[44, 61]], [[25, 71]], [[25, 71]], [[73, 114]]]","[[[116, 136]]]"
8458,"抛物线$y^{2}=8 x$的焦点为$F$，设$A(x_{1}, y_{1})$ , $B(x_{2}, y_{2})$是抛物线上的两个动点，若$x_{1}+x_{2}+4=\frac{2 \sqrt{3}}{3}|A B| $,则$\angle A F B$的最大值为?","G: Parabola;A: Point;B: Point;F: Point;Expression(G) = (y^2 = 8*x);Coordinate(A) = (x1, y1);Coordinate(B) = (x2, y2);Focus(G) = F;x1:Number;y1:Number;x2:Number;y2:Number;PointOnCurve(A,G);PointOnCurve(B, G);x1 + x2 + 4 = (2*sqrt(3)/3)*Abs(LineSegmentOf(A, B))","Max(AngleOf(A, F, B))",2*pi/3,"[[[0, 14], [61, 64]], [[23, 40]], [[43, 60]], [[18, 21]], [[0, 14]], [[23, 40]], [[43, 60]], [[0, 21]], [[23, 40]], [[23, 41]], [[43, 60]], [[43, 60]], [[23, 70]], [[23, 70]], [[72, 114]]]","[[[116, 136]]]"
7415,"经过点$M(1,1)$作直线$l$交椭圆$\frac{x^{2}}{4}+\frac{y^{2}}{9}=1$于$A$、$B$两点,且$M$为$A B$中点.则直线$l$的方程为?","l: Line;G: Ellipse;A: Point;B: Point;M: Point;Expression(G) = (x^2/4 + y^2/9 = 1);Coordinate(M) = (1, 1);PointOnCurve(M, l);Intersection(l, G) = {A, B};MidPoint(LineSegmentOf(A, B)) = M",Expression(l),9*x + 4*y - 13 = 0,"[[[12, 17], [80, 85]], [[18, 55]], [[56, 59]], [[60, 63]], [[2, 11], [67, 70]], [[18, 55]], [[2, 11]], [[0, 17]], [[12, 65]], [[67, 78]]]","[[[80, 90]]]"
10555,"经过点$M(1 , 1)$作直线$l$交椭圆$\frac{x^{2}}{4}+\frac{y^{2}}{9}=1$于$A$、$B$两点，且$M$为$AB$的中点，则直线$l$方程为?","l: Line;M: Point;Coordinate(M) = (1, 1);PointOnCurve(M, l);G: Ellipse;Expression(G) = (x^2/4 + y^2/9 = 1);A: Point;B: Point;Intersection(l, G) = {A, B};MidPoint(LineSegmentOf(A, B)) = M",Expression(l),4*x+9*y-13=0,"[[[14, 19], [82, 87]], [[2, 13], [69, 72]], [[2, 13]], [[1, 19]], [[20, 57]], [[20, 57]], [[58, 61]], [[62, 65]], [[14, 67]], [[69, 80]]]","[[[82, 91]]]"
3052,"点$A$是抛物线$C_{1}$: $y^{2}=2 p x(p>0)$与双曲线$C_{2}$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1  (a>0 , b>0)$的一条渐近线的交点 (异于原点) 若点$A$到抛物线$C_{1}$的准线的距离为$\frac{3}{2} p$，则双曲线$C_{2}$的离心率等于?","C1:Parabola;C2:Hyperbola;a:Number;b:Number;p:Number;a>0;b>0;p>0;O:Origin;A:Point;Expression(C1)=(y^2=2*p*x);Expression(C2)=(x^2/a^2-y^2/b^2=1);Intersection(C1,OneOf(Asymptote(C2)))=A;Negation(A=O);Distance(A,Directrix(C1))=(3/2)*p",Eccentricity(C2),sqrt(3),"[[[5, 35], [127, 137]], [[36, 104], [161, 171]], [[48, 104]], [[48, 104]], [[17, 35]], [[48, 104]], [[48, 104]], [[17, 35]], [[117, 119]], [[0, 4], [122, 126]], [[5, 35]], [[36, 104]], [[0, 113]], [[0, 120]], [[122, 159]]]","[[[161, 178]]]"
7231,"点$A$是抛物线$C_{1}$: $y^{2}=2 p x(p>0)$与双曲线$C_{2}$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的一条渐近线的交点，若点$A$到抛物线$C_{1}$的准线的距离为$p$，则双曲线$C_{2}$的离心率为?","C2: Hyperbola;C1: Parabola;A: Point;p: Number;a: Number;b: Number;a > 0;b > 0;p > 0;Expression(C1) = (y^2 = 2*p*x);Expression(C2) = (x^2/a^2 - y^2/b^2 = 1);Intersection(C1, OneOf(Asymptote(C2))) = A;Distance(A, Directrix(C1)) = p",Eccentricity(C2),sqrt(5),"[[[36, 101], [139, 149]], [[5, 35], [117, 127]], [[0, 4], [112, 116]], [[134, 137]], [[48, 101]], [[48, 101]], [[48, 101]], [[48, 101]], [[17, 35]], [[5, 35]], [[36, 101]], [[0, 110]], [[112, 137]]]","[[[139, 155]]]"
743,"已知$F_{1}$、$F_{2}$分别是双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0 , b>0)$的左, 右焦点，过$F_{1}$且斜率为$\frac{1}{3}$的直线与双曲线的两条渐近线分别交于$A$、$B$两点，若$|F_{2} A|=|F_{2} B|$，则双曲线的离心率为?","G: Hyperbola;b: Number;a: Number;H: Line;F2: Point;A: Point;B: Point;F1: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(F1, H);Slope(H) = 1/3;Intersection(H, l1)=A;Abs(LineSegmentOf(F2, A)) = Abs(LineSegmentOf(F2, B));l1:Line;l2:Line;Intersection(H, l2)=B;Asymptote(G)={l1,l2}",Eccentricity(G),sqrt(5)/2,"[[[20, 77], [161, 164], [114, 117]], [[23, 77]], [[23, 77]], [[111, 113]], [[10, 17]], [[127, 130]], [[131, 134]], [[2, 9], [86, 93]], [[23, 77]], [[23, 77]], [[20, 77]], [[2, 84]], [[2, 84]], [[85, 113]], [[94, 113]], [[111, 136]], [[138, 159]], [], [], [[111, 136]], [[114, 123]]]","[[[161, 170]]]"
7918,"设$F_{1}$、$F_{2}$分别是双曲线$M$:$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的左、右焦点，过点$F_{1}$且垂直于$x$轴的直线与双曲线$M$交于$A$、$B$两点，若点$F_{2}$满足$\overrightarrow{F_{2} A} \cdot \overrightarrow{F_{2} B}=0$，则双曲线的离心率$e$=?","M: Hyperbola;b: Number;a: Number;G: Line;F2: Point;A: Point;B: Point;F1: Point;e: Number;a>0;b>0;Expression(M) = (-y^2/b^2 + x^2/a^2 = 1);LeftFocus(M) = F1;RightFocus(M) = F2;PointOnCurve(F1,G);IsPerpendicular(G,xAxis);Intersection(G, M) = {A, B};DotProduct(VectorOf(F2, A), VectorOf(F2, B)) = 0;Eccentricity(M) = e",e,sqrt(2)+1,"[[[19, 79], [107, 113], [197, 200]], [[26, 79]], [[26, 79]], [[104, 106]], [[9, 16], [126, 134]], [[115, 118]], [[119, 122]], [[1, 8], [87, 95]], [[204, 207]], [[26, 79]], [[26, 79]], [[19, 79]], [[1, 85]], [[1, 85]], [[86, 106]], [[96, 106]], [[104, 124]], [[136, 195]], [[197, 207]]]","[[[204, 209]]]"
12999,"若椭圆$\frac{x^{2}}{m}+\frac{y^{2}}{n}=1(m, n>0)$的离心率为$\frac{1}{2}$ , 一个焦点恰好是抛物线$y^{2}=8 x$的焦点，则椭圆的标准方程为?",H: Ellipse;Expression(H) = (y^2/n + x^2/m = 1);m: Number;n: Number;m>0;n>0;Eccentricity(H) = 1/2;G: Parabola;Expression(G) = (y^2 = 8*x);OneOf(Focus(H)) = Focus(G),Expression(H),x^2/16+y^2/12=1,"[[[1, 46], [93, 95]], [[1, 46]], [[3, 46]], [[3, 46]], [[3, 46]], [[3, 46]], [[1, 64]], [[74, 88]], [[74, 88]], [[1, 91]]]","[[[93, 102]]]"
13025,"设椭圆$\frac{x^{2}}{m^{2}}+\frac{y^{2}}{n^{2}}=1  (m>0 , n>0)$的右焦点与抛物线$y^{2}=8 x$的焦点相同，离心率为$\frac{1}{2}$，则此椭圆的标准方程为?",G: Parabola;H: Ellipse;m: Number;n: Number;Expression(G) = (y^2 = 8*x);m>0;n>0;Expression(H) = (y^2/n^2 + x^2/m^2 = 1);RightFocus(H) = Focus(G);Eccentricity(H)=(1/2),Expression(H),x^2/16+y^2/12=1,"[[[64, 78]], [[1, 59], [104, 106]], [[3, 59]], [[3, 59]], [[64, 78]], [[3, 59]], [[3, 59]], [[1, 59]], [[1, 83]], [[1, 101]]]","[[[104, 113]]]"
4839,椭圆$\frac{x^{2}}{a^{2}}+y^{2}=1$的焦距为$2 \sqrt{3}$，则该椭圆的离心率为?,G: Ellipse;Expression(G) = (y^2 + x^2/a^2 = 1);a: Number;FocalLength(G) = 2*sqrt(3),Eccentricity(G),sqrt(3)/2,"[[[0, 31], [50, 52]], [[0, 31]], [[2, 31]], [[0, 47]]]","[[[50, 58]]]"
565,已知双曲线$C$:$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{4}=1$的焦距为$4 \sqrt{3}$，则$C$的离心率为?,C: Hyperbola;Expression(C) = (-y^2/4 + x^2/a^2 = 1);a: Number;FocalLength(C) = 4*sqrt(3),Eccentricity(C),sqrt(6)/2,"[[[2, 48], [66, 69]], [[2, 48]], [[9, 48]], [[2, 64]]]","[[[66, 75]]]"
8858,过圆$x^{2}+y^{2}=8$上一点$P$作$x$轴的垂线，垂足为$H$，则线段$P H$的中点$M$的轨迹方程为?,"G: Circle;P: Point;H: Point;L: Line;M: Point;Expression(G) = (x^2 + y^2 = 8);PointOnCurve(P, G);FootPoint(L, xAxis) = H;IsPerpendicular(L, xAxis);PointOnCurve(P, L);MidPoint(LineSegmentOf(P, H)) = M",LocusEquation(M),x^2/8 + y^2/2 = 1,"[[[1, 17]], [[20, 23]], [[35, 38]], [], [[50, 53]], [[1, 17]], [[1, 23]], [[0, 38]], [[0, 31]], [[0, 31]], [[40, 53]]]","[[[50, 60]]]"
1577,过圆$x^{2}+y^{2}=8$上任意一点$P$作$x$轴垂线，垂足为$Q$，则线段$P Q$的中点$M$的轨迹方程为?,"G: Circle;Q: Point;P: Point;M:Point;Expression(G) = (x^2 + y^2 = 8);PointOnCurve(P,G);L:Line;PointOnCurve(P,L);IsPerpendicular(L,xAxis);FootPoint(L,xAxis)=Q;MidPoint(LineSegmentOf(P,Q))=M",LocusEquation(M),x^2/8+y^2/2=1,"[[[1, 17]], [[36, 39]], [[22, 25]], [[51, 54]], [[1, 17]], [[1, 25]], [], [[0, 32]], [[0, 32]], [[0, 39]], [[41, 54]]]","[[[51, 61]]]"
3452,设点$F_{1}$、$F_{2}$分别是椭圆$\frac{x^{2}}{25}+\frac{y^{2}}{16}=1$的左、右焦点，点$P$为椭圆上一点，点$M$是$F_{1} P$的中点，$|O M|=3$，则点$P$到椭圆左焦点的距离为?,"G: Ellipse;F1: Point;P: Point;O: Origin;M: Point;F2: Point;Expression(G) = (x^2/25 + y^2/16 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(P, G);MidPoint(LineSegmentOf(F1, P)) = M;Abs(LineSegmentOf(O, M)) = 3","Distance(P, LeftFocus(G))",4,"[[[20, 59], [71, 73], [111, 113]], [[1, 9]], [[66, 70], [106, 110]], [[95, 104]], [[77, 81]], [[10, 17]], [[20, 59]], [[1, 65]], [[1, 65]], [[66, 76]], [[77, 94]], [[95, 104]]]","[[[106, 121]]]"
1913,已知$P$为椭圆$\frac{x^{2}}{9}+\frac{y^{2}}{5}=1$上的点，$F_{1}$、$F_{2}$，是椭圆的两个焦点，且$\angle F_{1} P F_{2}=60^{\circ}$，则$|P F_{1}||P F_{2}|$=?,"G: Ellipse;F1: Point;P: Point;F2: Point;Expression(G) = (x^2/9 + y^2/5 = 1);PointOnCurve(P, G);Focus(G)={F1,F2};AngleOf(F1, P, F2) = ApplyUnit(60, degree)","Abs(LineSegmentOf(P, F1))*Abs(LineSegmentOf(P, F2))",20/3,"[[[6, 43], [64, 66]], [[47, 54]], [[2, 5]], [[55, 62]], [[6, 43]], [[2, 46]], [[47, 71]], [[73, 106]]]","[[[108, 130]]]"
12608,"已知椭圆$\frac{x^{2}}{a^{2}}+y^{2}=1(a>1)$的两个焦点为$F_{1}$、$F_{2}$, $P$为椭圆上一点, 且$\angle F_{1} P F_{2}=60^{\circ}$, 则$|P F_{1}| \cdot|P F_{2}|$的值为?","G: Ellipse;Expression(G) = (y^2 + x^2/a^2 = 1);a: Number;a>1;F1: Point;F2: Point;Focus(G) = {F1, F2};P: Point;PointOnCurve(P, G);AngleOf(F1, P, F2) = ApplyUnit(60, degree)","Abs(LineSegmentOf(P, F1))*Abs(LineSegmentOf(P, F2))",4/3,"[[[2, 38], [65, 67]], [[2, 38]], [[4, 38]], [[4, 38]], [[44, 51]], [[52, 59]], [[2, 59]], [[61, 64]], [[61, 70]], [[73, 106]]]","[[[109, 139]]]"
6599,圆$(x+1)^{2}+y^{2}=1$的圆心是抛物线$y^{2}=p x(p<0)$的焦点，则$p$=?,G: Parabola;p: Number;H: Circle;p<0;Expression(G) = (y^2 = p*x);Expression(H) = (y^2 + (x + 1)^2 = 1);Center(H)=Focus(G),p,-4,"[[[24, 43]], [[48, 51]], [[0, 20]], [[27, 43]], [[24, 43]], [[0, 20]], [[0, 46]]]","[[[48, 53]]]"
2311,圆$(x+1)^{2}+y^{2}=1$的圆心是抛物线$y^{2}=-2 p x$的焦点，则$p$=?,G: Parabola;p: Number;H: Circle;Expression(G) = (y^2 = -2*p*x);Expression(H) = (y^2 + (x + 1)^2 = 1);Center(H) = Focus(G),p,2,"[[[24, 41]], [[46, 49]], [[0, 20]], [[24, 41]], [[0, 20]], [[0, 44]]]","[[[46, 51]]]"
